ID,TOKENS,GLOSS 3 ENGL,MODIFIED,GLOSA 1 PORT,COGID,PWT,GLOSA 2 ENGL,CONCEPT,IPA,PET,GLOSA 2 PORT,ALIGNMENT,COUNTERPART,GLOSA 3 PORT,CONTEXT,DOCULECT
132,ɨ s e,GLOSS 3 ENGL,FALSE,cucura,12,PWT,GLOSA 2 ENGL,grape,ɨse,PET,GLOSA 2 PORT,ɨ s e -,ɨse,GLOSA 3 PORT,XBZ,TUY
133,s e,GLOSS 3 ENGL,FALSE,cucura,12,PWT,GLOSA 2 ENGL,grape,se,PET,GLOSA 2 PORT,- s e -,se,GLOSA 3 PORT,AX,WAN
134,ɨ ʔj e,,TRUE,,12,,,grape,*ɨʔje,,,ɨ ʔj e -,,,XBZ,*PT
135,j e h e,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jehe,PET,GLOSA 2 PORT,j e h e,jehe,GLOSA 3 PORT,AXBZ,BAS
136,j a h i,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jahi,PET,GLOSA 2 PORT,j a h i,jahi,GLOSA 3 PORT,AXBZ,DES
137,j e e,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jee,PET,GLOSA 2 PORT,j e - e,jee,GLOSA 3 PORT,AXZ,KAR
138,j a i,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jai,PET,GLOSA 2 PORT,j a - i,jai,GLOSA 3 PORT,AXZ,KUB
139,j a i,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jai,PET,GLOSA 2 PORT,j a - i,jai,GLOSA 3 PORT,AXZ,MAI
140,j a i,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jai,PET,GLOSA 2 PORT,j a - i,jai,GLOSA 3 PORT,AXZ,SEK
141,j a h e,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jahe,PET,GLOSA 2 PORT,j a h e,jahe,GLOSA 3 PORT,AXBZ,TUK
142,j e e,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,yee,PET,GLOSA 2 PORT,j e - e,yee,GLOSA 3 PORT,AXZ,TUY
143,j a h a,GLOSS 3 ENGL,FALSE,garça,13,PWT,GLOSA 2 ENGL,heron,jaha,PET,GLOSA 2 PORT,j a h a,jaha,GLOSA 3 PORT,AXBZ,WAN
144,j a h i,,FALSE,,13,,,heron,*jahi,,,j a h i,,,AXBZ,*PT
145,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,BAS
146,j e e,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jee,PET,GLOSA 2 PORT,( - - ) j e - e ( - ),jee,GLOSA 3 PORT,AXZ,DES
147,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,KAR
148,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,KOR
149,j a w i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jawi,PET,GLOSA 2 PORT,( - - ) j a w i ( - ),jawi,GLOSA 3 PORT,AXBZ,KUB
150,h i j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,hijai,PET,GLOSA 2 PORT,( h i ) j a - i ( - ),hijai,GLOSA 3 PORT,AXBYZ,KUE
151,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,MAI
152,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,SEK
153,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,SIO
154,j a i a,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jaia,PET,GLOSA 2 PORT,( - - ) j a - i ( a ),jaia,GLOSA 3 PORT,AXYZ,TAN
155,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,TUK
156,j a i,GLOSS 3 ENGL,FALSE,onça,14,PWT,GLOSA 2 ENGL,jaguar,jai,PET,GLOSA 2 PORT,( - - ) j a - i ( - ),jai,GLOSA 3 PORT,AXZ,WAN
157,j a i,,TRUE,,14,,,jaguar,*jai,,,( - - ) j a - i ( - ),,,AXZ,*PT
158,ã ʔŋ ĩ,GLOSS 3 ENGL,FALSE,centopéia,15,PWT,boa (kub),centipede,~aʔgi,*jãkʔi,jibóia (kub),- ã ʔŋ ĩ ( - - - - ),~aʔgi,GLOSA 3 PORT,XBZ,DES
159,a w i m e k ɨ,GLOSS 3 ENGL,FALSE,centopéia,15,PWT,boa (kub),centipede,ãi,*jãkʔi,jibóia (kub),- a w i ( m e k ɨ ),ãi,GLOSA 3 PORT,XBYBYBZ,KUB
160,ã ʔk ĩ,GLOSS 3 ENGL,FALSE,centopéia,15,PWT,boa (kub),centipede,~aʔki,*jãkʔi,jibóia (kub),- ã ʔk ĩ ( - - - - ),~aʔki,GLOSA 3 PORT,XBZ,TUK
161,m ũ n ĩ,GLOSS 3 ENGL,FALSE,centopéia,146,PWT,boa (kub),centipede,~budi,*jãkʔi,jibóia (kub),m ũ n ĩ ( - - - - ),~budi,GLOSA 3 PORT,AXBZ,TUY
162,ɲ ã ʔk ĩ,GLOSS 3 ENGL,FALSE,centopéia,15,PWT,boa (kub),centipede,~jaʔki,*jãkʔi,jibóia (kub),ɲ ã ʔk ĩ ( - - - - ),~jaʔki,GLOSA 3 PORT,AXBZ,WAN
163,j ã kʔ i,,TRUE,,15,,,centipede,*jãkʔi,,,ɲ ã kʔ i ( - - - - ),,,AXBZ,*PT
164,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,BAS
165,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,DES
166,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,KAR
167,j ã m a,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,jãma,PET,GLOSA 2 PORT,ɲ ã m a,jãma,GLOSA 3 PORT,AXBZ,KOR
168,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,KUB
169,j ã m a,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,jãma,PET,GLOSA 2 PORT,ɲ ã m a,jãma,GLOSA 3 PORT,AXBZ,KUE
170,j ã m a,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,jãma,PET,GLOSA 2 PORT,ɲ ã m a,jãma,GLOSA 3 PORT,AXBZ,SEK
171,j ã m a,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,jãma,PET,GLOSA 2 PORT,ɲ ã m a,jãma,GLOSA 3 PORT,AXBZ,SIO
172,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,TAN
173,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,TUK
174,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,TUY
175,ɲ ã m ã,GLOSS 3 ENGL,FALSE,veado,16,PWT,GLOSA 2 ENGL,deer,~jaba,PET,GLOSA 2 PORT,ɲ ã m ã,~jaba,GLOSA 3 PORT,AXBZ,WAN
176,j a m a,,FALSE,,16,,,deer,*jama,,,j a m a,,,AXBZ,*PT
177,ɲ ã m õ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jabo,PET,GLOSA 2 PORT,ɲ ã m õ,~jabo,GLOSA 3 PORT,AXBZ,BAS
178,ɲ ã ʔb õ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jaʔbo,PET,GLOSA 2 PORT,ɲ ã ʔm õ,~jaʔbo,GLOSA 3 PORT,AXBZ,DES
179,ɲ ã m õ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jabo,PET,GLOSA 2 PORT,ɲ ã m õ,~jabo,GLOSA 3 PORT,AXBZ,KAR
180,j ã h o,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,jãho,PET,GLOSA 2 PORT,ɲ ã h o,jãho,GLOSA 3 PORT,AXBZ,KOR
181,ɲ ã m ũ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jabu,PET,GLOSA 2 PORT,ɲ ã m ũ,~jabu,GLOSA 3 PORT,AXBZ,KUB
182,j a u,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,jau,PET,GLOSA 2 PORT,j a - u,jau,GLOSA 3 PORT,AXZ,KUE
183,j ã h o,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,jãho,PET,GLOSA 2 PORT,ɲ ã h o,jãho,GLOSA 3 PORT,AXBZ,MAI
184,j ã h o,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,jãho,PET,GLOSA 2 PORT,ɲ ã h o,jãho,GLOSA 3 PORT,AXBZ,SIO
185,ɲ ã ʔb ũ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jaʔbu,PET,GLOSA 2 PORT,ɲ ã ʔm ũ,~jaʔbu,GLOSA 3 PORT,AXBZ,TAN
186,ɲ ã ʔb ũ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jaʔbu,PET,GLOSA 2 PORT,ɲ ã ʔm ũ,~jaʔbu,GLOSA 3 PORT,AXBZ,TUK
187,ɲ ã m ũ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jabu,PET,GLOSA 2 PORT,ɲ ã m ũ,~jabu,GLOSA 3 PORT,AXBZ,TUY
188,ɲ ã ʔb ũ,GLOSS 3 ENGL,FALSE,nhame,17,PWT,GLOSA 2 ENGL,yam,~jaʔbu,PET,GLOSA 2 PORT,ɲ ã ʔm ũ,~jaʔbu,GLOSA 3 PORT,AXBZ,WAN
189,j ã pʔ o,,TRUE,,17,,,yam,*jãpʔo,,,ɲ ã pʔ o,,,AXBZ,*PT
190,ɲ ã h ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~jahi,PET,GLOSA 2 PORT,ɲ ã h ĩ ( - - ),~jahi,GLOSA 3 PORT,AXBZ,BAS
191,ɲ ã p ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~japi,PET,GLOSA 2 PORT,ɲ ã p ĩ ( - - ),~japi,GLOSA 3 PORT,AXBZ,DES
192,ɲ ã p ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~japi,PET,GLOSA 2 PORT,ɲ ã p ĩ ( - - ),~japi,GLOSA 3 PORT,AXBZ,KAR
193,j a h i,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),jahi,PET,GLOSA 2 PORT,j a h i ( - - ),jahi,GLOSA 3 PORT,AXBZ,KOR
194,ɲ ã p ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~japi,PET,GLOSA 2 PORT,ɲ ã p ĩ ( - - ),~japi,GLOSA 3 PORT,AXBZ,KUB
195,j a h i r i,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),jahiri,PET,GLOSA 2 PORT,j a h i ( r i ),jahiri,GLOSA 3 PORT,AXBYBZ,KUE
196,j a h i,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),jahi,PET,GLOSA 2 PORT,j a h i ( - - ),jahi,GLOSA 3 PORT,AXBZ,SEK
197,ɲ ã ʔp ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~jaʔpi,PET,GLOSA 2 PORT,ɲ ã ʔp ĩ ( - - ),~jaʔpi,GLOSA 3 PORT,AXBZ,TAN
198,ɲ ã p ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~japi,PET,GLOSA 2 PORT,ɲ ã p ĩ ( - - ),~japi,GLOSA 3 PORT,AXBZ,TUK
199,ɲ ã p ĩ,GLOSS 3 ENGL,FALSE,Cará,18,PWT,GLOSA 2 ENGL,cará(Dioscorea alata),~japi,PET,GLOSA 2 PORT,ɲ ã p ĩ ( - - ),~japi,GLOSA 3 PORT,AXBZ,WAN
200,j a p i,,FALSE,,18,,,cará(Dioscorea alata),*japi,,,j a p i ( - - ),,,AXBZ,*PT
201,ɲ ĩ k ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jikɨ,PET,GLOSA 2 PORT,ɲ ĩ k ɨ̃ ( - - ),~jikɨ,GLOSA 3 PORT,AXBZ,BAS
202,ɲ ẽ k ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jekɨ,PET,GLOSA 2 PORT,ɲ ẽ k ɨ̃ ( - - ),~jekɨ,GLOSA 3 PORT,AXBZ,DES
203,ɲ ĩ k ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jikɨ,PET,GLOSA 2 PORT,ɲ ĩ k ɨ̃ ( - - ),~jikɨ,GLOSA 3 PORT,AXBZ,KAR
204,j ẽ k u ɨ,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,jẽkuɨ,PET,GLOSA 2 PORT,j ẽ k u ( ɨ - ),jẽkuɨ,GLOSA 3 PORT,AXBYZ,KOR
205,ɲ ẽ k ũ j õ,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jekũjo,PET,GLOSA 2 PORT,ɲ ẽ k ũ ( j o ),~jekũjo,GLOSA 3 PORT,AXBYBZ,KUB
206,j ẽ k ɨ,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,jẽkɨ,PET,GLOSA 2 PORT,j ẽ k ɨ ( - - ),jẽkɨ,GLOSA 3 PORT,AXBZ,MAI
207,ɲ ẽ k ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jekɨ,PET,GLOSA 2 PORT,ɲ ẽ k ɨ̃ ( - - ),~jekɨ,GLOSA 3 PORT,AXBZ,TUK
208,ɲ ẽ k ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jekɨ,PET,GLOSA 2 PORT,ɲ ẽ k ɨ̃ ( - - ),~jekɨ,GLOSA 3 PORT,AXBZ,TUY
209,ɲ ɨ̃ t∫ ɨ̃,GLOSS 3 ENGL,FALSE,avô,19,PWT,GLOSA 2 ENGL,grand-father,~jɨt∫ɨ,PET,GLOSA 2 PORT,ɲ ɨ̃ t∫ ɨ̃ ( - - ),~jɨt∫ɨ,GLOSA 3 PORT,AXBZ,WAN
210,j ẽ kk u,,TRUE,,19,,,grand-father,*jẽkku-,,,j ẽ kk u ( - - ),,,AXBZ,*PT
211,j e b a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jeba,PET,GLOSA 2 PORT,j e b a,jeba,baixo (kubo),AXBZ,BAS
212,j e b a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jeba,PET,GLOSA 2 PORT,j e b a,jeeba,baixo (kubo),AXBZ,DES
213,j e p a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jepa,PET,GLOSA 2 PORT,j e p a,jepa,baixo (kubo),AXBZ,KAR
214,j e h a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jeha,PET,GLOSA 2 PORT,j e h a,jeha,baixo (kubo),AXBZ,KOR
215,j i b a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jiba,PET,GLOSA 2 PORT,j i b a,jiba,baixo (kubo),AXBZ,KUB
216,j i h a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jiha,PET,GLOSA 2 PORT,j i h a,jiha,baixo (kubo),AXBZ,MAI
217,j e h a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jeha,PET,GLOSA 2 PORT,j e h a,jeha,baixo (kubo),AXBZ,SEK
218,j i h a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jiha,PET,GLOSA 2 PORT,j i h a,jiha,baixo (kubo),AXBZ,SIO
219,j e ʔp a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jeʔpa,PET,GLOSA 2 PORT,j e ʔp a,jeʔpa,baixo (kubo),AXBZ,TUK
220,j a ʔp a,low (kub),FALSE,terra,20,PWT,GLOSA 2 ENGL,land,jaʔpa,PET,GLOSA 2 PORT,j a ʔp a,jaʔpa,baixo (kubo),AXBZ,WAN
221,j e pʔ a,,TRUE,,20,,,land,*jepʔa,,,j e pʔ a,,,AXBZ,*PT
222,j i ʔ o b o,GLOSS 3 ENGL,FALSE,boca2,21,*jɨ-ʔo,GLOSA 2 ENGL,mouth2,jiʔobo,PET,GLOSA 2 PORT,j i ʔ o ( b o ),jiʔobo,GLOSA 3 PORT,AXBYBZ,KOR
223,j o,GLOSS 3 ENGL,FALSE,boca2,21,*jɨ-ʔo,GLOSA 2 ENGL,mouth2,jo,PET,GLOSA 2 PORT,j - - o ( - - ),jo,GLOSA 3 PORT,AX,MAI
224,j ɨ ʔ o,GLOSS 3 ENGL,FALSE,boca2,21,*jɨ-ʔo,GLOSA 2 ENGL,mouth2,jɨʔo,PET,GLOSA 2 PORT,j ɨ ʔ o ( - - ),jɨʔo,GLOSA 3 PORT,AXBZ,SEK
225,j i ʔ o b o,GLOSS 3 ENGL,FALSE,boca2,21,*jɨ-ʔo,GLOSA 2 ENGL,mouth2,jiʔobo,PET,GLOSA 2 PORT,j i ʔ o ( b o ),jiʔobo,GLOSA 3 PORT,AXBYBZ,SIO
226,j ɨ ʔ o,,FALSE,,21,,,mouth2,*jɨ-ʔo,,,j ɨ ʔ o ( - - ),,,AXBZ,*PT
227,j ɨ t a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,jɨta,PET,GLOSA 2 PORT,j - ɨ t a - -,jɨta,GLOSA 3 PORT,AXBZ,BAS
228,j u d a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,juda,PET,GLOSA 2 PORT,j - u d a - -,juda,GLOSA 3 PORT,AXBZ,DES
229,j i t a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,jita,PET,GLOSA 2 PORT,j - i t a - -,jita,GLOSA 3 PORT,AXBZ,KAR
230,o j a,GLOSS 3 ENGL,FALSE,algodão do mato,147,PWT,GLOSA 2 ENGL,kapok,oja,PET,GLOSA 2 PORT,o j a - - ( - - ),oja,GLOSA 3 PORT,XBZ,KOR
231,j ɨ i,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,jɨi,PET,GLOSA 2 PORT,j - ɨ - i - -,jɨi,GLOSA 3 PORT,AXZ,KUB
232,i ʔ o t a h e,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,iʔotahe,PET,GLOSA 2 PORT,j ʔ o t a h e,iʔotahe,GLOSA 3 PORT,XBYBYBZ,KUE
233,j ɨ i,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,jɨi,PET,GLOSA 2 PORT,j - ɨ - i - -,jɨi,GLOSA 3 PORT,AXZ,SEK
234,j ɨ i,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,jɨi,PET,GLOSA 2 PORT,j - ɨ - i - -,jɨi,GLOSA 3 PORT,AXZ,SIO
235,j u ʔt a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,juʔta,PET,GLOSA 2 PORT,j - u ʔt a - -,juʔta,GLOSA 3 PORT,AXBZ,TAN
236,j u t a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,juta,PET,GLOSA 2 PORT,j - u t a - -,juta,GLOSA 3 PORT,AXBZ,TUK
237,j u t a,GLOSS 3 ENGL,FALSE,algodão do mato,22,PWT,GLOSA 2 ENGL,kapok,juta,PET,GLOSA 2 PORT,j - u t a - -,juta,GLOSA 3 PORT,AXBZ,WAN
238,j ɨ i,,TRUE,,22,,,kapok,*jɨi,,,j - ɨ - i - -,,,AXZ,*PT
239,ɲ ĩ k ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jika,PET,quadril (kub),ɲ ĩ k ã,~jika,joelho (kor),AXBZ,BAS
240,ɲ ĩ g ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jiga,PET,quadril (kub),ɲ ĩ ŋ ã,~jiga,joelho (kor),AXBZ,DES
241,ɲ ĩ k ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jika,PET,quadril (kub),ɲ ĩ k ã,~jika,joelho (kor),AXBZ,KAR
242,j ũ k a,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,jũka,PET,quadril (kub),j ũ k a,jũka,joelho (kor),AXBZ,KOR
243,ɲ ɨ̃ ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jɨa,PET,quadril (kub),ɲ ɨ̃ - ã,~jɨa,joelho (kor),AXZ,KUB
244,d ɨ̃ k a,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,dɨ̃ka,PET,quadril (kub),n ɨ̃ k a,dɨ̃ka,joelho (kor),AXBZ,SEK
245,ɲ ĩ k ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jika,PET,quadril (kub),ɲ ĩ k ã,~jika,joelho (kor),AXBZ,TAN
246,ɲ ẽ k ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jeka,PET,quadril (kub),ɲ ẽ k ã,~jeka,joelho (kor),AXBZ,TUK
247,ɲ ĩ k ã,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jika,PET,quadril (kub),ɲ ĩ k ã,~jika,joelho (kor),AXBZ,TUY
248,ɲ ɨ̃ t∫ ɨ̃,knee (kor),FALSE,perna,23,PWT,hips (kube),leg,~jɨt∫ɨ,PET,quadril (kub),ɲ ɨ̃ t∫ ɨ̃,~jɨt∫ɨ,joelho (kor),AXBZ,WAN
249,j ɨ̃ k a,,FALSE,,23,,,leg,*jɨ̃ka,,,j ɨ̃ k a,,,AXBZ,*PT
250,j ɨ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨɨ,PET,GLOSA 2 PORT,j ɨ - ɨ,jɨɨ,GLOSA 3 PORT,AXZ,BAS
251,j ɨ ʔ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨʔɨ,PET,GLOSA 2 PORT,j ɨ ʔ ɨ,jɨʔɨ,GLOSA 3 PORT,AXBZ,DES
252,j ɨ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨɨ,PET,GLOSA 2 PORT,j ɨ - ɨ,jɨɨ,GLOSA 3 PORT,AXZ,KAR
253,j ɨ ʔ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨʔɨ,PET,GLOSA 2 PORT,j ɨ ʔ ɨ,jɨʔɨ,GLOSA 3 PORT,AXBZ,KOR
254,j ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨ,PET,GLOSA 2 PORT,j ɨ - -,jɨ,GLOSA 3 PORT,AX,KUB
255,j e h ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jehɨ,PET,GLOSA 2 PORT,j e h ɨ,jehɨ,GLOSA 3 PORT,AXBZ,KUE
256,j i,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,ji,PET,GLOSA 2 PORT,j i - -,ji,GLOSA 3 PORT,AX,MAI
257,j ɨ ʔ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨʔɨ,PET,GLOSA 2 PORT,j ɨ ʔ ɨ,jɨʔɨ,GLOSA 3 PORT,AXBZ,SEK
258,j ɨ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨɨ,PET,GLOSA 2 PORT,j ɨ - ɨ,jɨɨ,GLOSA 3 PORT,AXZ,SIO
259,j i ʔ i,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jiʔi,PET,GLOSA 2 PORT,j i ʔ i,jiʔi,GLOSA 3 PORT,AXBZ,TAN
260,j ɨ ʔ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨʔɨ,PET,GLOSA 2 PORT,j ɨ ʔ ɨ,jɨʔɨ,GLOSA 3 PORT,AXBZ,TUK
261,j ɨ ɨ,GLOSS 3 ENGL,FALSE,Eu,24,PWT,GLOSA 2 ENGL,I,jɨɨ,PET,GLOSA 2 PORT,j ɨ - ɨ,jɨɨ,GLOSA 3 PORT,AXZ,TUY
